Jamaica,JAM,Population growth (annual %),SP.POP.GROW,,0.491847719,0.500600485,0.521664591,0.548898908,0.571731466,0.581564956,0.572985316,0.550974945,0.524973438,0.50162356,0.47823514,0.456356197,
Jordan,JOR,Population growth (annual %),SP.POP.GROW,,4.702766143,5.009055408,5.204766722,5.382885713,5.431586568,5.172912275,4.583580445,3.811240004,3.028091537,2.356016488,1.792156922,1.452664319,
Japan,JPN,Population growth (annual %),SP.POP.GROW,,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.115284177,-0.164484036,-0.202670345,-0.208999473,
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,,1.21836561,2.637004543,1.413271477,1.431506409,1.408676972,1.439445441,1.472676743,1.461484685,1.42204614,1.360381269,1.31477741,1.290742218,
Kenya,KEN,Population growth (annual %),SP.POP.GROW,,2.767253963,2.750846669,2.722585637,2.693732572,2.66270486,2.618524437,2.55944065,2.491936871,2.421143197,2.356812573,2.305948675,2.27190164,
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.098717844,
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,,1.479300731,1.499593573,1.539208139,1.588817643,1.630429697,1.64984965,1.638083897,1.603706854,1.565227051,1.530261745,1.490355371,1.44639338,
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,,2.288002803,2.172441727,1.959279184,1.734651379,1.555706939,1.41886073,1.381643013,1.397075206,1.426716047,1.441692152,1.468690124,1.506969958,
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,,0.84824868,0.855518526,0.854382086,0.875461346,0.885905889,0.886074168,0.876322308,0.841371154,0.82079272,0.810267769,0.757999916,0.72579738,
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.47533441,0.198353208,
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,,5.892757909,6.028276352,5.879590562,5.721612386,5.549848598,5.165281556,4.561072439,3.844209076,3.113104246,2.476710196,1.982462733,1.672323183,
Latin America & Caribbean (excluding high income),LAC,Population growth (annual %),SP.POP.GROW,,1.192383725,1.169614242,1.13002892,1.141264111,1.120775648,1.097057749,1.067839658,1.035150891,1.000810672,0.969199356,0.943930951,0.930756337,
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,,1.695765498,1.672871607,1.621970051,1.562373505,1.516011911,1.490482499,1.493868185,1.515739448,1.540943466,1.553620994,1.548022991,1.517115575,
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,,-0.054615545,1.008281138,2.867977696,4.910333173,6.263879893,6.567952103,5.713767406,4.225187136,2.69490347,1.490111794,0.54245866,0.099061362,
Liberia,LBR,Population growth (annual %),SP.POP.GROW,,4.129405005,3.974256763,3.590031659,3.188794759,2.90010564,2.688021909,2.583161272,2.552864685,2.529283132,2.485644197,2.452522593,2.427194604,
Libya,LBY,Population growth (annual %),SP.POP.GROW,,1.395472943,1.23412792,1.032782823,0.799933426,0.611354689,0.549084368,0.657259875,0.88070131,1.1440289,1.354885849,1.47586739,1.469777653,
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,,1.405028296,1.291539494,1.07651499,0.834603805,0.625800617,0.489611577,0.440124485,0.464437831,0.500070651,0.515820624,0.514822934,0.494134202,
Latin America & Caribbean,LCN,Population growth (annual %),SP.POP.GROW,,1.173897773,1.152299097,1.114535707,1.119847656,1.099420319,1.078218245,1.050294962,1.022463561,0.993696477,0.964288762,0.931301227,0.933091751,
